source,target,relation,confidence
闻一多,南海市文明镇业余合唱团,关联人物,0.85
西樵山,清代,活动于,0.85
康有为,南海县,同族,0.95
民众教育馆,南海县署,位于,0.8
民众教育馆,图书馆,位于,0.85
图书馆,民众教育馆,位于,0.85
新华书店,图书馆,属于时期,0.9
文化馆,新华书店,属于时期,0.9
粤剧团,文化馆,传承于,0.85
康有为故居,康有为纪念馆,关联人物,0.9
粤剧团,西樵大桥,承载文化,0.85
南海县青年粤剧团,清晖园,承载文化,0.85
西权,南海县博物馆,承载文化,0.75
罗村,南海县博物馆,承载文化,0.75
官密,南海县博物馆,承载文化,0.75
南庄,南海县博物馆,承载文化,0.75
徐敬清,南海县,活动于,0.8
县粤剧团,南海县,盛产,0.8
罗金荣,县文化馆,活动于,0.9
胡辉,县文化馆,活动于,0.9
南海诗社,大沥镇,活动于,0.9
石燕明,石门中学,同族,0.8
南海诗社,大沥镇,关联人物,0.85
南海诗社,平洲诗社,同类,0.95
南海诗社,平洲诗社,关联人物,0.95
贺敬之,里水,活动于,0.8
柯岩,里水,活动于,0.8
韩笑,里水,活动于,0.8
大源文化站,佛山市,位于,0.9
邓文初,里水,活动于,0.8
邓文初,佛山市,活动于,0.8
康有为纪念馆,康有为故居,创建修建,0.85
桂园文化宫,南海县,位于,0.9
南海大会场,南海县,属于时期,0.85
陈礼泉,南海诗社,关联人物,0.9
南海诗社,南海县,属于时期,0.85
完洪,桂园文化宫,活动于,0.85
陈尚彦,桂园文化宫,活动于,0.9
程大同,桂园文化宫,活动于,0.85
石景宜,南海诗社,关联人物,0.85
石景宜,南海县文学艺术工作者联合会,关联人物,0.8
南海诗社,和顺镇,活动于,0.95
潘新安,桂园文化宫,活动于,0.95
梁耀明,桂园文化宫,活动于,0.95
南海诗社,英德诗社,关联人物,0.95
曾宪就,桂园文化宫,活动于,0.85
苏鸿炯,英德诗社,关联人物,0.9
英德诗社,西樵,活动于,0.9
英德诗社,官窑,活动于,0.9
陈永销,罗村一中,活动于,0.9
黄源,罗村一中,活动于,0.9
邓文初,罗村一中,活动于,0.9
张义联,罗村一中,活动于,0.9
凌风,南海诗社,属于时期,0.85
关祥,南海诗社,属于时期,0.85
张国柱,南海诗社,创建修建,0.9
凌风,桂园文化宫,活动于,0.85
黄若壁,桂园文化宫,活动于,0.85
区太杰,桂园文化宫,活动于,0.85
南海县第二届艺术节,桂园文化宫,活动于,0.85
桂园文化宫,大沥,位于,0.85
西樵听瀑,邓文初,关联人物,0.75
西樵听瀑,汉植,关联人物,0.75
邓文初,南海诗社,关联人物,0.8
邓文初,罗村诗社,关联人物,0.8
南海诗社,罗村诗社,同类,0.9
区太杰,桂园文化宫,关联人物,0.85
李玉江,桂园文化宫,关联人物,0.85
程大同,佛山艺术中心,活动于,0.85
高信普,桂园文化宫,活动于,0.85
何克承,桂园文化宫,活动于,0.85
陈礼泉,桂园文化宫,活动于,0.85
梁世雄,桂园文化宫,活动于,0.9
张义联,南海县,活动于,0.9
康有为,康有为纪念馆,关联人物,0.85
南海艺术节,话剧《新居》,承载文化,0.9
康有为,康有为故居,活动于,0.75
南海画院,谢桂森,关联人物,0.9
南海博物馆,往天佑,关联人物,0.85
康有为,丹灶镇,出生于,0.9
康有为,丹灶镇,活动于,0.85
樵山春晓,南海市,盛产,0.8
黎雄才,西樵影剧院,活动于,0.95
石景宜,盐步区,关联人物,0.8
朱九江纪念堂,九江中学,位于,0.9
黎明晖,中国美术馆,活动于,0.95
康有为,南海影剧院,著有,0.9
清代,南海县,属于时期,0.95
桂园文化宫,文化公园,位于,0.9
石燕明,南海县粤剧团,创建修建,0.9
石燕明,南海县粤剧团,活动于,0.85
南海县粤剧团,黎汉伟,关联人物,0.85
南海县青年粤剧团,南海县新华书店,承载文化,0.8
南海影剧院,盐步影剧院,位于,0.95
南海影剧院,九江影剧院,位于,0.85
高乔发,文化市场,活动于,0.9
刘桂衍,文化市场,活动于,0.9
叶桂容,文化市场,活动于,0.9
毛泽东,南海县,活动于,0.85
《南海文艺》,南海县,属于时期,0.9
南海诗社,大沥诗社,同类,0.9
潘新安,南海诗社,关联人物,0.9
潘新安,大沥诗社,关联人物,0.9
潘新安,南海诗社,属于时期,0.85
《广州文艺》,仇权邦,著有,0.85
陈子旋,南海市,活动于,0.8
陈长杰,南海市,活动于,0.85
何融,南海市,活动于,0.8
张思念,南海市,活动于,0.75
黄文威,三湖,活动于,0.85
龙舟说唱,西樵山,承载文化,0.8
龙舟说唱,桑园围,承载文化,0.8
龙舟说唱,横沙,传承于,0.75
招子良,粤曲,承载文化,0.9
黄鲁逸,粤曲,承载文化,0.9
采茶歌,西樵山,承载文化,0.9
采茶歌,西樵山,活动于,0.85
龙船,庄步村,承载文化,0.85
黄萧养,冲鹤堡,活动于,0.9
王彦章,黄萧养,关联人物,0.8
石鬼仔,桂洲,承载文化,0.8
大东国,大良,属于时期,0.9
黄萧养,下柏村,出生于,0.95
黄萧养,天子帽,活动于,0.85
二龙坑,天子帽,位于,0.9
黄萧养,王借岗,活动于,0.85
黄萧养,王借岗,创建修建,0.9
黄萧养,皇城,创建修建,0.9
石鬼仔,皇城,创建修建,0.95
黄萧养,石鬼仔,关联人物,0.85
石鬼仔,黄萧养,关联人物,0.9
天子帽,祥云寺,位于,0.9
祥云寺,龙脉,承载文化,0.85
李子长,小塘,活动于,0.8
西樵山,银塘,位于,0.85
康有为故居,苏村,位于,1.0
康有为,九江礼山草堂,活动于,0.85
朱次琦,九江礼山草堂,创建修建,0.9
朱次琦,九江礼山草堂,活动于,0.85
康有为,朱次琦,关联人物,0.9
康有为,礼山草堂,活动于,0.85
康有为,坡山,活动于,0.85
礼山草堂,坡山,位于,0.85
坡山,西江,位于,0.9
云泉仙馆,坡山,承载文化,0.85
高士祠,坡山,承载文化,0.85
三湖书院,坡山,承载文化,0.85
康有为,三湖书院,活动于,0.85
三湖书院,西学东渐,承载文化,0.75
康有为,书院,活动于,0.85
云泉仙馆,书院,承载文化,0.85
苏轼,金山古寺,活动于,0.85
苏轼,妙高台,活动于,0.9
玉女像,西樵山,位于,0.85
女子,四方竹,承载文化,0.9
惠明,西樵山,活动于,0.9
惠明,无笃田螺,关联人物,0.8
九江镇,话剧小品,承载文化,0.85
丹灶镇,话剧小品,承载文化,0.85
西樵镇,话剧小品,承载文化,0.85
平洲镇,话剧小品,承载文化,0.85
罗村镇,话剧小品,承载文化,0.85
《抉择》,李巨龙,关联人物,0.85
《抉择》,郑艳芬,关联人物,0.85
杨美,丹灶,活动于,0.9
李巨龙,话剧小品,承载文化,0.85
黄英华,话剧小品,承载文化,0.85
黄英华,粤剧,承载文化,0.85
桂园文化宫,南海市文化艺术志,记载于,0.9
数鱼花,南海影剧院,承载文化,0.9
西樵山,南海影剧院,活动于,0.7
鱼花,松岗,盛产,0.8
方国基,松岗,活动于,0.9
九江,桂城,同族,0.8
纪治平,佛山市,活动于,0.9
吴惠珍,《回报》,著有,0.9
谢桂森,樵山春晓,著有,0.95
欧阳少锋,樵山春晓,著有,0.95
桂园文化宫,南海糖厂,位于,0.8
桂园文化宫,南海糖厂,承载文化,0.75
南海糖厂,桂园文化宫,盛产,0.7
桂园文化宫,南海县艺术节,承载文化,0.85
桂园文化宫,南海县艺术节,活动于,0.8
县文化馆,桂园文化宫,位于,0.8
南海艺术节,南海图书馆,发生于,0.95
南海艺术节,桂园文化宫,发生于,0.95
张风,文化公园展览厅,活动于,0.85
何克承,文化公园展览厅,活动于,0.85
林镜泉,文化公园,活动于,0.85
马伯贤,文化公园,活动于,0.85
陈圣清,文化公园,活动于,0.85
文化公园,南海市图书馆,同类,0.7
高乔发,南海市图书馆,活动于,0.85
完洪,南海市图书馆,活动于,0.85
李文淑,南海市图书馆,活动于,0.85
杨粤生,南海市图书馆,活动于,0.85
潘淑仪,南海市图书馆,活动于,0.85
南海市文化馆,南海市文化艺术志,记载于,0.85
楷书,广东省群众美术书法大赛,承载文化,0.85
南音,南海县志,记载于,0.9
梁胜,南音,活动于,0.85
木鱼,南音,承载文化,0.9
陈佑好,木鱼,著有,0.9
许冠球,西樵听瀑,著有,0.9
杨美花,大沥影剧院,活动于,0.85
南海市,大沥影剧院,属于时期,0.8
南海市,罗村影剧院,属于时期,0.8
何家鸣,说书,承载文化,0.9
陈少婷,说书,承载文化,0.9
佛山三界庙,说书,承载文化,0.85
佛山中山公园,说书,承载文化,0.85
南海影剧院,民国初年,属于时期,0.9
佛山中山公园,民国年间,属于时期,0.9
马聪,佛山精武会,同族,0.8
大沥,南海市,属于时期,0.75
盐步镇,南海市,属于时期,0.75
平洲,南海市,属于时期,0.75
粤剧,南海人,关联人物,0.85
广东音乐,佛山镇,承载文化,0.8
说书,佛山镇,承载文化,0.8
十番音乐,佛山镇,承载文化,0.8
粤剧,盐步镇,承载文化,0.85
粤曲,大沥镇,承载文化,0.85
广东音乐,大沥镇,承载文化,0.85
粤曲,广东音乐,同类,0.9
春联,灯谜,同类,0.85
相声,舞蹈,同类,0.85
舞蹈,歌曲,同类,0.85
舞蹈,说书,同类,0.85
南海师范,南声音乐社,创建修建,0.85
南海九江中学,南声音乐社,承载文化,0.9
佛山镇,升平路,位于,0.9
民众教育馆,平民夜校,承载文化,0.9
南海县人民政府,文化馆,创建修建,0.9
南海县人民政府,文化馆,活动于,0.85
文化馆,文艺会演,承载文化,0.9
南庄公社,文化室,活动于,0.85
《白毛女》,岗东一乡,活动于,0.95
西樵林场,南庄公社,属于时期,0.8
话剧《新居》,南海市,著有,0.9
南海市文明镇业余合唱团,南海市,属于时期,0.85
南海影剧院,南海市文化艺术志,记载于,0.9
盐步丽灯明,西樵山,承载文化,0.75
盐步丽灯明,桂城,承载文化,0.8
盐步丽灯明,松岗,承载文化,0.75
盐步丽灯明,九江,承载文化,0.7
盐步丽灯明,平洲,承载文化,0.75
南海县艺术节,九江镇,活动于,0.95
孔柏荣,桂城,活动于,0.8
西樵白云洞,桂城,承载文化,0.9
西樵白云洞,和顺,承载文化,0.85
西樵白云洞,桂城,位于,0.9
杜牧,罗村,活动于,0.8
谢应湘,里水,活动于,0.8
鲁迅,九江,活动于,0.8
凌风,盐步,活动于,0.8
何克承,和顺,活动于,0.8
吴家华,罗村,活动于,0.8
九江,桂城,活动于,0.8
邓济时,南庄,活动于,0.85
叶永恒,桂城,活动于,0.85
陈剑云,竹枝词,著有,0.95
九江,桂城区,盛产,0.8
里水,桂城区,盛产,0.8
松岗镇,桂城区,活动于,0.9
盐步镇,丹灶镇,活动于,0.85
小塘镇,九江镇,活动于,0.85
大沥镇,桂城区,活动于,0.85
石门中学,南海师范,同类,0.8
石门中学,南海中学,同类,0.8
丹灶镇,九江镇,同族,0.8
罗村,九江镇,同族,0.8
里水镇,九江镇,同族,0.8
平洲,九江镇,同族,0.8
沙头镇,九江镇,同族,0.8
西樵镇,九江镇,同族,0.8
南庄镇,九江镇,同族,0.8
桂城,九江镇,同族,0.8
松岗镇,九江镇,同族,0.8
小塘镇,九江镇,同族,0.8
盐步镇,桂城区,活动于,0.8
南庄镇,桂城区,活动于,0.8
黄岐镇,桂城区,活动于,0.8
平洲区,桂城区,活动于,0.8
小塘中心幼儿园,西樵中心幼儿园,同类,0.85
郑国平,南庄,活动于,0.8
冯植,桂城,活动于,0.8
冯植,九江,活动于,0.8
孔柏荣,九江,活动于,0.8
和顺,南海,属于时期,0.8
松岗,南海,属于时期,0.8
南庄,南海,属于时期,0.8
平洲,南海,属于时期,0.8
里水,南海,属于时期,0.8
南海文化馆,三山,活动于,0.85
南海文化馆,平洲,活动于,0.85
南海文化馆,罗村,活动于,0.85
南海文化馆,桂城,活动于,0.85
南海文化馆,狮山,活动于,0.85
南海文化馆,九江,活动于,0.85
南海文化馆,盐步,活动于,0.85
南海文化馆,西检,活动于,0.85
南海文化馆,张明基,活动于,0.85
黄皮树,罗村,盛产,0.85
平洲,舞蹈,承载文化,0.95
九江镇,西樵镇,活动于,0.8
盐步二中,大沥二中,同类,0.8
盐步二中,里水旗峰中学,同类,0.8
盐步二中,平洲一中,同类,0.8
秋色赛会,佛山,盛产,0.9
佛山秋色,龙舟,承载文化,0.85
佛山秋色,粤剧,承载文化,0.85
十番音乐,龙舟,承载文化,0.85
日隆别墅,十番音乐,活动于,0.9
何广义堂,十番,关联人物,0.9
八音班,长生树,同类,0.9
醒狮,南海县博物馆,承载文化,0.85
云泉仙馆,南海县博物馆,位于,1.0
南海县图书馆,西樵山云泉仙馆,位于,0.85
南海县博物馆,西樵山云泉仙馆,位于,0.85
康有为故居,康有为,创建修建,0.85
梁九华,梁九图,同族,0.9
梁九华,梁九图,关联人物,1.0
梁园,群星草堂,属于时期,0.85
梁园,民国,属于时期,0.8
万佛堂,云泉仙馆,位于,0.9
莲花楼,云泉仙馆,位于,0.9
南海市县博物馆,云泉仙馆,承载文化,0.9
朱次琦,九江纪念堂,承载文化,0.9
绮亭陈公祠,简村,属于时期,0.8
康有为,康有为故居,关联人物,0.9
康有为,延香老屋,关联人物,0.85
康有为故居,康有为,活动于,0.85
康有为故居,《大同书》,记载于,0.8
黄少强,黄少强故居,关联人物,0.9
黄少强,黄少强纪念馆,关联人物,0.85
陈启沅纪念馆,里水沈村,位于,0.7
黄少强故居,里水沈村,位于,0.65
陈启沅纪念馆,陈启沅,关联人物,0.9
黄少强故居,黄少强,关联人物,0.9
苏坑村,丹灶镇,属于时期,0.85
南海县民众教育馆,中山公园,位于,0.9
文化大革命,南海县,发生于,0.85
桂园文化宫,南海县,承载文化,0.8
南海县图书馆,南海县文化馆,关联人物,0.75
石景宜,南海图书馆,关联人物,0.85
杨美花,南海图书馆,活动于,0.9
陈志东,南海图书馆,关联人物,0.85
张亚玲,南海图书馆,关联人物,0.85
小塘,九江镇,属于时期,0.85
大沥图书馆,图书馆,属于时期,0.8
张五,琼花会馆,创建修建,0.85
琼花会馆,南海县佛山镇,属于时期,0.8
南海县佛山镇,三月三日北帝神诞,发生于,0.9
万福台,南海县佛山镇,位于,0.85
万福台,红巾军,承载文化,0.75
万福台,南海县佛山镇,活动于,0.8
琼花会馆,粤剧,承载文化,0.9
嘉庆,粤剧,属于时期,0.85
金山和,平洲梅园村,活动于,0.9
乐群英班,偷狗祠,承载文化,0.85
乐群英班,平洲梅园村,活动于,0.9
义擎天粤剧团,九江剧院,位于,0.9
朱少基,义擎天粤剧团,关联人物,0.9
曾彩姬,好景象粤剧团,属于时期,0.8
钟卓芳,好景象粤剧团,属于时期,0.8
黄露霜,好景象粤剧团,属于时期,0.8
周剑锋,好景象粤剧团,属于时期,0.8
石燕明,好景象粤剧团,关联人物,0.9
宝莲灯,南海,承载文化,0.9
罗品超,南海县粤剧团,关联人物,0.9
黎汉伟,吴炯坚,同族,0.75
吴炯坚,锦屏,活动于,0.85
青年粤剧团,南海师范校舍,位于,0.95
三打陶三春,青年粤剧团,承载文化,0.85
康有为,南海县青年粤剧团,同族,0.85
康有为,南海大会场,活动于,0.85
南海县青年粤剧团,三打陶三春,承载文化,0.9
郑成功,青梅,承载文化,0.8
《牡丹亭》,粤剧,承载文化,0.9
县粤剧团,开山歌,承载文化,0.85
县粤剧团,出路,承载文化,0.85
南庄,出路,发生于,0.85
平洲,出路,发生于,0.85
里水,出路,发生于,0.85
官窑,出路,发生于,0.85
九江影剧院,九江,位于,0.85
民国23年,火烧红莲寺,承载文化,0.85
民国23年,佛山,活动于,0.75
民国23年,九江,活动于,0.75
文化大革命,火烧红莲寺,发生于,0.85
官窗,南庄,属于时期,0.85
官窗,小塘,属于时期,0.85
官窗,丹灶,属于时期,0.85
南庄,小塘,属于时期,0.85
南庄,丹灶,属于时期,0.85
小塘,丹灶,属于时期,0.85
均安,太平,同族,0.9
张启端,升平路,活动于,0.9
南海县,《南海报》,盛产,0.75
大沥,桂城,活动于,0.85
《西樵山志》,《南海市文化艺术志》,记载于,0.95
《读诗类要》,《南海市文化艺术志》,记载于,0.95
自怡堂诗集续刻,朱氏家谱,著有,0.75
《南海县志》,《大德南海志》,记载于,0.85
《南海县志》,《康南海自编年谱》,记载于,0.75
何又雄,《雅尔正郭》,著有,0.95
康有为,《礼运注》,著有,1.0
康有为,《春秋考义》,著有,1.0
康有为,《共和政体论》,著有,1.0
林和良,林良,同族,0.8
林良,林和良,关联人物,0.85
林和良,陈金,活动于,0.75
林良,陈金,活动于,0.75
林和良,林良,同类,0.8
伦文叙,南海,活动于,0.85
黎涌村,桂城,位于,0.9
温纯,弘治二年,活动于,0.9
温纯,弘治十二年,活动于,0.9
温纯,正德元年,活动于,0.9
温纯,正德五年,活动于,0.9
方献夫,西樵山,活动于,0.9
《海语》,黄衷,著有,0.95
庞尚鹏,南海桂城,出生于,0.95
庞尚鹏,嘉靖,属于时期,0.85
庞尚鹏,百可亭稿,著有,0.95
湛甘泉,西樵山,活动于,0.9
朱完,九江,出生于,0.95
朱完,南海县,出生于,0.95
朱完,沙头镇,出生于,0.85
吴旦,《岭画征南略》,记载于,0.9
陈子壮,万历四十七年,活动于,0.85
董其昌,陈子壮,同类,0.85
《张秋即事》草书五言轴,陈子壮,承载文化,0.9
陈子壮,《张秋即事》草书五言轴,著有,1.0
陈子壮,《经济言》,著有,1.0
兰生,谢观生,同族,0.8
兰生,《游罗浮日记》,著有,0.9
兰生,《鸡肋草》,著有,0.9
谢兰生,《山水册》,著有,0.9
康有为,万木草堂,创建修建,0.9
康有为,强学会,创建修建,0.9
康有为,《新学伪经考》,著有,1.0
康有为,《春秋笔削大义微言考》,著有,1.0
朱次琦,康有为,关联人物,0.95
康有为,戊戌变法,发生于,0.95
潘景吾,黄少强,同族,0.8
徐悲鸿,《洪水图》,著有,0.95
徐悲鸿,《岁寒图》,著有,0.95
康有为,西樵山三湖书院,活动于,0.85
薛觉先,《女儿香》,著有,0.9
薛觉先,《红粉金戈》,著有,0.9
薛觉先,《心声泪影》,著有,0.85
金山和,梁炳,同族,0.85
芳艳芬,超群,同族,0.9
芳艳芬,锦屏,关联人物,0.85
超群,锦屏,关联人物,0.9
洗玉清,南海,出生于,0.95
洗玉清,西樵山,属于时期,0.85
洗玉清,赵少昂,关联人物,0.9
关山月,黎雄才,同族,0.85
康有为,康同壁,同族,1.0
康有为,康同壁,关联人物,0.9
谭玉真,粤剧,承载文化,0.95
谭玉真,宝莲灯,承载文化,0.95
谭玉真,半日安,同族,0.8
少新权,马师曾,同类,0.9
金少山,梅兰芳,同族,0.8
梁启超,南海,活动于,0.85
白雪仙,任剑辉,同族,0.85
白雪仙,芳艳芬,关联人物,0.85
白雪仙,仙凤鸣剧团,承载文化,0.95
任剑辉,芳艳芬,关联人物,0.85
任剑辉,仙凤鸣剧团,承载文化,0.95
任剑辉,《洛神》,承载文化,0.85
任剑辉,《帝女花》,承载文化,0.85
任剑辉,《蝶影红梨记》,承载文化,0.85
傅天仇,南海九江,活动于,0.8
傅天仇,南海九江,同族,0.75
徐悲鸿,张大千,同族,0.7
侯佩玉,南海市里水镇沙涌下享田村,出生于,0.95
侯佩玉,盐步,活动于,0.85
黄鲁森,昌文成,关联人物,0.7
黄鲁森,陈卓莹,关联人物,0.8
昌文成,陈卓莹,关联人物,0.8
何浪萍,粤曲,著有,0.9
张惠芳,西樵镇,出生于,0.95
谢念功,广州美术馆,承载文化,0.9
谢念因,兰生,同族,0.9
谢念因,广州美术馆,承载文化,0.95
兰生,《岭南画征略》,记载于,0.9
兰生,谢念因,同族,0.85
谢兰生,黄国兰,关联人物,0.85
广州美术馆,邓涛,关联人物,0.9
《山水轴》,康有为,著有,0.9
《山水轴》,同治五年,承载文化,0.85
《山水轴》,光绪二年,承载文化,0.85
朱次琦,九江乡志,著有,0.9
